ID,OBS_DATE,ASM,ASM_D11,ASM_D,ASM_D_D11,ASM_I,ASM_I_D11,RPM,RPM_D11,RPM_D,RPM_D_D11,RPM_I,RPM_I_D11,LOAD_FACTOR,LOAD_FACTOR_D11,LOAD_FACTOR_D,LOAD_FACTOR_D_D11,LOAD_FACTOR_I,LOAD_FACTOR_I_D11,ENPLANE_I,ENPLANE_I_D11,ENPLANE_D,ENPLANE_D_D11,ENPLANE,ENPLANE_D11,AIR_RPM_TSI,AIR_RPM_TSI_D11,AIR_RTMFM,AIR_RTMFM_D11,RAIL_FRT_CARLOADS,RAIL_FRT_CARLOADS_D11,RAIL_FRT_INTERMODAL,RAIL_FRT_INTERMODAL_D11,RAIL_PM,RAIL_PM_D11,TRANSIT,TRANSIT_D11,PETROLEUM,PETROLEUM_D11,NATURAL_GAS,NATURAL_GAS_D11,WATERBORNE,WATERBORNE_D11,TRUCK_D11,VMT,VMT_D11,TSI_Freight,TSI_Freight_C,TSI_Passenger,TSI_Passenger_C,TSI_Total,TSI_Total_C,IND_PRO,MANUF,INV_TO_SALES,IDX_AIR_RPM,IDX_AIR_RTMFM,IDX_RAIL_FRT_CARLOADS,IDX_RAIL_FRT_INTERMODAL,IDX_RAIL_PM,IDX_TRANSIT_D11,IDX_PETROLEUM_D11,IDX_NATURAL_GAS_D11,IDX_WATERBORNE_D11,IDX_TRUCK_D11
SATD200402,02/01/2004,73880259,79859076,56180696,60358126,17699563,19500950,51347537,58826725,38575084,43634723,12772453,15192002,69.5,73.7,68.7,72.3,72.2,77.9,5222,5860,45307,50686,50529,56546,53179693,60827514,2825337,3130689,1318895,1405773,806222,872231,389778365,472947466,729421,763095,208800,221885,2511.1,1955,40.7,47.6,82,213709,244576,108.2,0.4,101,2.1,106.2,0.9,100.4240496,97.783266705,1.55,1.0312,1.2195,1.0047,1.1425,1.0147,0.969,0.9918,1.0437,0.963,1.0952
SATD200403,03/01/2004,81026015,79722808,61833579,60104520,19192436,19618289,61923381,59691484,46507739,44243730,15415642,15447754,76.4,74.9,75.2,73.6,80.3,78.7,6114,5902,54147,51017,60261,56919,64035864,61639283,3269430,3028194,1460107,1415941,906899,903014,453014590,463407012,830138,772120,229266,230214,2100.9,1789,47.5,46.4,85.2,251403,248689,110.5,2.1,102.2,1.2,108.2,1.9,100.04046161,100.62964021,1.54,1.0449,1.1795,1.012,1.1828,0.9942,0.9805,1.029,0.9551,0.9395,1.1374
SATD200404,04/01/2004,79318899,80247446,60067863,60522838,19251036,19724608,60744714,60386726,45795662,45002348,14949052,15384378,76.6,75.3,76.2,74.4,77.7,78,5944,5949,53253,51824,59197,57773,62340117,62123688,3087285,3081913,1422511,1422568,892142,908399,471116666,461742089,783723,766834,223585,228153,1745.2,1849,49.2,47.2,85,250968,248376,110.8,0.3,102.6,0.4,108.5,0.3,100.448159,100.1676185,1.58,1.0531,1.2005,1.0167,1.1899,0.9906,0.9738,1.0198,0.9871,0.9557,1.1354
SATD200405,05/01/2004,81588952,80471682,60923099,60460654,20665853,20011028,61384009,60383625,45350262,44745765,16033747,15637861,75.2,75,74.4,74,77.6,78.1,6050,5999,53031,51906,59081,57905,62530704,61910955,3083767,3098279,1475594,1432401,938204,916123,472861212,466530815,781634,777234,235017,227220,1573,1895.6,49.4,47.3,84.4,257235,246159,110.4,-0.4,102.8,0.2,108.4,-0.1,101.17706267,100.96630497,1.55,1.0495,1.2068,1.0237,1.2,1.0009,0.987,1.0157,1.012,0.9571,1.1267
SATD200406,06/01/2004,82779262,80726923,61629864,60462203,21149398,20264720,67430529,61460555,49774219,45579335,17656310,15881220,81.5,76.1,80.8,75.4,83.5,78.4,6684,6175,56959,52473,63643,58647,68866397,63156185,3081024,3108928,1411047,1412958,916328,918482,514365919,457938612,771871,771864,227750,225473,1483.7,1822.3,48.9,46.8,85.6,257383,245171,111.1,0.6,103.9,1.1,109.2,0.7,100.39680491,101.68418047,1.59,1.0706,1.211,1.0099,1.2031,0.9825,0.9802,1.0078,0.9729,0.947,1.1422
SATD200407,07/01/2004,86649009,80836695,64095669,60428998,22553340,20407697,71593504,61668833,52730292,45682681,18863212,15986152,82.6,76.3,82.3,75.6,83.6,78.3,7483,6189,59614,52658,67097,58848,73335889,62859717,3188225,3205690,1405130,1423638,930866,920376,554813029,456202107,750889,768860,228476,223899,1584.9,1778.9,51.1,47.9,85.4,265969,247686,111.2,0.1,103.4,-0.5,109.1,-0.1,101.14170944,101.41861793,1.58,1.0656,1.2487,1.0175,1.2055,0.9787,0.9764,1.0008,0.9497,0.9694,1.1395
SATD200408,08/01/2004,86942038,81185695,64479721,60693438,22462317,20492257,69244299,61414583,50816430,45398406,18427869,16016177,79.6,75.6,78.8,74.8,82,78.2,7295,6256,57381,52976,64676,59232,70961522,63143086,3112989,3088698,1478446,1412555,970145,911811,511216651,437816088,764212,772720,234408,226720,1578,1741.8,50.4,48.7,84.6,262836,247344,110.2,-0.9,103.8,0.4,108.5,-0.5,101.23003846,103.23929183,1.59,1.0704,1.2031,1.0096,1.1943,0.9393,0.9813,1.0134,0.9299,0.986,1.129
SATD200409,09/01/2004,77986620,80191843,57694884,59938768,20291736,20253075,56494925,61574796,40644161,45444818,15850764,16129978,72.4,76.8,70.4,75.8,78.1,79.6,5670,6261,47672,53051,53342,59312,57881041,63195057,3246085,3251398,1408654,1396711,937213,925331,401403280,440295515,783606,764868,222372,225856,1482.2,1868.8,43.5,46.9,84.8,243515,247916,110.8,0.5,103.6,-0.2,108.9,0.4,101.34788258,103.57881211,1.56,1.0713,1.2665,0.9982,1.212,0.9446,0.9713,1.0096,0.9977,0.95,1.1327
SATD200410,10/01/2004,82291114,82199873,61604719,61303629,20686395,20896244,61743819,63028416,45765588,46509718,15978231,16518698,75,76.7,74.3,75.9,77.2,79.1,5896,6444,54167,54257,60063,60701,63021143,64147790,3517860,3298920,1509119,1424686,1027749,940127,436908280,453926118,819097,779785,231335,232669,1557.2,1855.7,53.2,50.9,84.4,254496,247883,111.4,0.5,105.3,1.6,109.8,0.8,102.2401463,105.87178755,1.54,1.0874,1.285,1.0182,1.2314,0.9739,0.9902,1.04,0.9907,1.0306,1.127
SATD200411,11/01/2004,79135732,82594561,59431353,61322957,19704379,21271604,58329543,62865715,43561708,46084767,14767835,16780949,73.7,76.1,73.3,75.2,74.9,78.9,5663,6468,51782,53576,57445,60044,59453942,63953526,3438313,3273207,1408453,1432054,956383,956599,440222335,458891404,776928,778677,231634,233592,1782.8,1870.2,50.3,49.5,85.5,239796,247656,112.2,0.7,105.1,-0.2,110.3,0.5,102.49194349,106.41490577,1.55,1.0842,1.275,1.0235,1.253,0.9845,0.9888,1.0441,0.9984,1.0014,1.1409
SATD200412,12/01/2004,83231929,83270802,62054841,61565939,21177088,21704863,61424449,63214425,45181080,46358391,16243369,16856034,73.8,75.9,72.8,75.3,76.7,77.7,6338,6483,52640,53563,58978,60047,62680310,64596710,3485518,3319109,1367589,1426134,906275,966281,476798294,464257116,778499,789571,242337,235029,2327.7,1896.3,48.2,49,85,245029,248685,111.9,-0.3,106.3,1.1,110.5,0.2,103.29479705,107.41604797,1.54,1.0951,1.2929,1.0193,1.2657,0.996,1.0027,1.0506,1.0124,0.9917,1.1343
SATD200501,01/01/2005,81084792,82975270,59580514,61095319,21504278,21879951,57936503,64074151,41609095,46802470,16327408,17271681,71.5,77.2,69.8,76.6,75.9,78.9,6457,6653,47978,54655,54435,61308,59629608,65399856,2977459,3329457,1396793,1423950,925534,967604,378368103,456531753,747768,793515,229495,226803,2561.9,1850.9,41,45.4,88.2,224072,247614,114.1,2,107.3,0.9,112.3,1.6,103.66292476,109.49486008,1.55,1.1087,1.2969,1.0177,1.2674,0.9794,1.0077,1.0138,0.9881,0.9198,1.1776
SATD200502,02/01/2005,75440323,84722366,55964342,62527493,19475981,22194873,54233804,64591591,40114944,47131458,14118860,17460133,71.9,76.2,71.7,75.4,72.5,78.7,5783,6744,47075,54643,52858,61387,55795165,65814368,2815089,3237588,1342757,1479024,883984,983634,351583660,447106194,727882,787960,211755,232936,2243,1820.1,41.5,48.4,86.3,219970,250015,113.2,-0.8,107.5,0.2,111.8,-0.4,104.39647733,109.32495717,1.54,1.1157,1.2611,1.0571,1.2884,0.9592,1.0006,1.0412,0.9717,0.9802,1.1527
SATD200503,03/01/2005,85747280,84125677,63743171,61810125,22004109,22315552,68725711,64966248,50789921,47468065,17935790,17498183,80.1,77.2,79.7,76.8,81.5,78.4,7260,6794,58839,54937,66099,61731,70595861,66525666,3427927,3241139,1493052,1449406,935163,949358,463828081,452971695,845975,788883,231375,232395,2205.8,1886.1,51,49.5,85.7,253182,249174,112.5,-0.6,108.3,0.7,111.6,-0.2,104.26187556,109.4603084,1.54,1.1278,1.2625,1.0359,1.2435,0.9718,1.0018,1.0388,1.0069,1.0014,1.1446
SATD200504,04/01/2005,83050137,84091557,61262216,61879639,21787921,22211917,63817097,64769351,47002623,47140050,16814474,17629301,76.8,77,76.7,76.2,77.2,79.4,6659,6851,54909,54801,61568,61652,65145551,66351555,3305046,3257925,1460039,1456947,945359,949170,430496434,452388120,800801,799489,220661,225500,1724.9,1836.2,51,49.1,86.6,250860,249024,113.1,0.5,108.6,0.3,112.1,0.4,104.46826493,111.91147915,1.53,1.1248,1.269,1.0413,1.2433,0.9706,1.0152,1.008,0.9803,0.9947,1.1557
SATD200505,05/01/2005,85980392,84329612,63160148,62156140,22820244,22173472,67072652,65475721,49016422,47846038,18056230,17629683,78,77.6,77.6,77,79.1,79.5,6862,6828,57324,55227,64186,62056,68268899,66991855,3186654,3244818,1466477,1420550,976854,962594,462014277,449993375,819905,797967,230984,223287,1522.6,1836.7,54.7,52,85.8,262678,250452,112.4,-0.6,109.2,0.6,111.8,-0.3,104.57918976,110.99743004,1.54,1.1357,1.2639,1.0153,1.2608,0.9654,1.0133,0.9981,0.9806,1.0522,1.1451
SATD200506,06/01/2005,86609755,84318647,63378463,62158874,23231292,22159773,71621917,65121052,52181786,47662783,19440131,17458269,82.7,77.2,82.3,76.7,83.7,78.8,7414,6799,59724,55176,67138,61975,72952959,66758558,3332961,3309056,1412640,1414807,956014,955914,508598324,451629087,793548,794410,218621,217420,1534.1,1872.4,49.3,47.2,85.7,263816,251531,111.9,-0.4,108.8,-0.4,111.3,-0.4,105.03132194,111.5385494,1.49,1.1317,1.2889,1.0112,1.2521,0.9689,1.0088,0.9719,0.9996,0.9549,1.1447
SATD200507,07/01/2005,90483563,84163169,65813398,61939196,24670165,22223973,76041550,65388040,55290372,47913020,20751178,17475020,84,77.7,84,77.4,84.1,78.6,8178,6788,62396,55160,70574,61949,77432998,66704584,3221428,3277283,1404879,1420620,979130,969385,548229054,448536395,772326,804927,235815,231627,1686.6,1885.4,50.5,47.5,85.4,267025,250663,111.9,0,109.2,0.4,111.4,0.1,104.69562839,111.04911479,1.44,1.1308,1.2766,1.0153,1.2697,0.9623,1.0222,1.0354,1.0066,0.9621,1.1398
SATD200508,08/01/2005,89608961,83790242,65309256,61567858,24299705,22222383,72415556,64579895,52510003,47224699,19905553,17355196,80.8,77.1,80.4,76.7,81.9,78.1,7730,6694,59111,54658,66841,61352,73778918,66284885,3271476,3231730,1485201,1418355,1040831,977814,511556316,437886454,805500,795059,230034,222436,1695.1,1866.9,47.1,45.6,86.9,265323,249458,112.7,0.7,108.2,-0.9,111.7,0.3,105.04375503,113.61336379,1.47,1.1237,1.2588,1.0137,1.2808,0.9394,1.0096,0.9943,0.9967,0.9231,1.1599
SATD200509,09/01/2005,80964733,83241562,58674828,60833720,22289905,22407843,60791372,65674570,43524915,48100909,17266457,17573661,75.1,78.9,74.2,79.1,77.5,78.4,6219,6826,50600,54979,56819,61805,62046798,66723656,3312249,3302448,1438698,1427230,1002951,983772,436175168,468791951,823831,799469,204899,208744,1422.5,1796.9,36.7,40.7,86.4,242240,245820,111.7,-0.9,109,0.7,111.2,-0.4,103.00321395,115.54140491,1.48,1.1311,1.2864,1.0201,1.2886,1.0058,1.0152,0.9331,0.9593,0.8239,1.1539
SATD200510,10/01/2005,82318032,82692858,60392331,60417126,21925701,22275732,62624694,64393103,45895538,46980101,16729156,17413002,76.1,77.9,76,77.8,76.3,78.2,6160,6754,53738,54439,59898,61192,63640895,65336266,3504372,3295114,1470099,1389378,1093139,1002776,432503304,449414712,848849,810881,210817,212212,1428.2,1696.4,44.8,42.6,86.1,251419,245957,111.2,-0.4,107.9,-1,110.5,-0.6,104.26317293,116.22587093,1.49,1.1076,1.2835,0.993,1.3135,0.9642,1.0297,0.9486,0.9057,0.8623,1.1493
SATD200511,11/01/2005,79151133,82768602,58886853,60733807,20264280,22034794,60533679,65265906,45109831,47757837,15423848,17508069,76.5,78.9,76.6,78.6,76.1,79.5,5941,6819,52766,54659,58707,61478,61518984,66374252,3494552,3293393,1392562,1416851,1000302,1004736,435866215,449951862,803000,804779,215522,217072,1663.4,1746.3,44.9,44,88.6,243056,250704,114,2.5,108.8,0.8,112.7,2,105.40572025,116.72158766,1.49,1.1252,1.2828,1.0126,1.316,0.9653,1.022,0.9703,0.9323,0.8915,1.1826
SATD200512,12/01/2005,82918301,83147428,60889086,60611004,22029215,22536424,63220661,65390349,46190194,47753868,17030467,17636481,76.2,78.6,75.9,78.8,77.3,78.3,6704,6897,52801,54787,59505,61684,64289340,66632504,3457971,3301741,1375654,1434488,977753,1014245,447261670,438010426,747830,778116,225336,217423,2326.4,1884.5,43.2,44.1,86.4,245787,250380,112.6,-1.2,107.9,-0.8,111.5,-1.1,105.92866701,118.68332381,1.5,1.1296,1.2861,1.0252,1.3285,0.9397,0.9881,0.9719,1.0061,0.8929,1.1538
SATD200601,01/01/2006,81348009,83087776,59096204,60413502,22251805,22674274,59828980,65963747,42966268,48040252,16862712,17923495,73.5,79.4,72.7,79.5,75.8,79,6711,6948,48886,54969,55597,61917,61035027,66821851,2921183,3239447,1464556,1493194,991980,1032591,363830405,441378701,789757,820387,222123,219483,2165.3,1567.6,41.1,45.2,86.4,233282,255482,112.7,0.1,109.9,1.9,112.1,0.5,106.09267575,118.93832096,1.47,1.1328,1.2618,1.0672,1.3525,0.9469,1.0418,0.9811,0.8369,0.9142,1.1541
SATD200602,02/01/2006,73757850,83021563,53733108,60217238,20024742,22804325,55491266,66255867,40927215,48182671,14564051,18073196,75.2,79.8,76.2,80,72.7,79.3,6001,7009,47348,55188,53349,62198,56729212,67253840,2760326,3189534,1312500,1448576,896379,996174,347575222,449539019,741472,805286,198045,217683,2144.4,1744.8,39.9,46.7,85.6,220711,250785,111.8,-0.8,109.8,-0.1,111.5,-0.5,106.14392172,118.37664192,1.48,1.1401,1.2424,1.0353,1.3048,0.9644,1.0226,0.973,0.9315,0.9457,1.1425
SATD200603,03/01/2006,85480121,83770751,62257065,60362122,23223056,23408629,69483900,66574893,50693391,47841840,18790509,18733054,81.3,79.5,81.4,79.3,80.9,80,7552,7152,58286,54472,65838,61624,70799794,67243288,3617369,3375256,1493547,1449923,1012540,1019694,430329187,442897122,866365,807290,209210,210670,2126.4,1825.1,50,48.3,85.1,256623,250866,112.3,0.4,109.8,0,111.8,0.3,106.373015,119.31496288,1.49,1.1399,1.3147,1.0363,1.3356,0.9502,1.0252,0.9417,0.9744,0.9783,1.1362
SATD200604,04/01/2006,82991119,83896911,59917615,60521766,23073504,23375144,67122793,67200410,48800883,48489642,18321910,18710768,80.9,80.1,81.4,80.1,79.4,80,7346,7363,55829,55909,63175,63271,68120559,68326725,3270920,3302578,1446164,1440478,1015609,1042827,445609435,451646950,780066,798386,209681,214474,1681,1793.7,47.1,45.5,84.9,250644,250631,111.5,-0.7,110.7,0.8,111.5,-0.3,106.6834099,117.88235294,1.48,1.1583,1.2864,1.0295,1.3659,0.969,1.0138,0.9587,0.9576,0.9219,1.1336
SATD200605,05/01/2006,85233860,83570846,61284297,60277806,23949563,23293040,68435521,66735419,49302219,48038776,19133302,18696643,80.3,79.9,80.4,79.7,79.9,80.3,7304,7297,57145,54837,64449,62134,69352606,67873444,3210319,3251532,1521036,1475602,1045039,1028923,459957974,445923996,844162,805703,223528,216022,1526.3,1850.8,48.9,45.7,87.3,263370,250030,113.8,2.1,110.5,-0.2,113.1,1.4,106.71400612,120.75214163,1.51,1.1506,1.2665,1.0546,1.3477,0.9567,1.0231,0.9656,0.9881,0.9259,1.1649
SATD200606,06/01/2006,86336051,83668136,61692651,60268609,24643400,23399527,73147256,66060513,52200272,47333184,20946984,18727329,84.7,79,84.6,78.5,85,80,7932,7220,59297,53980,67229,61200,74099238,67186186,3367968,3342437,1464781,1470132,1033661,1030759,516527472,454227696,833120,829008,218297,218292,1550.9,1886.9,48.1,45.9,86.3,263782,250453,113.2,-0.5,110.8,0.3,112.8,-0.3,107.07889042,120.53026842,1.51,1.139,1.3019,1.0507,1.3501,0.9745,1.0527,0.9757,1.0074,0.9289,1.1517
SATD200607,07/01/2006,90151121,83694840,64111164,60284708,26039957,23410132,76711219,66362540,54506446,47634575,22204773,18727965,85.1,79.3,85,79,85.3,80,8669,7214,60839,54547,69508,61760,77798621,67455801,3201529,3270083,1428970,1441714,1041756,1028865,549393934,451588277,776849,812870,224843,220738,1758.7,1965.5,47.7,44.9,85.3,263421,249092,112,-1.1,110.3,-0.5,111.8,-0.9,107.01153548,118.46573387,1.5,1.1435,1.2738,1.0304,1.3477,0.9688,1.0322,0.9867,1.0493,0.9095,1.139
SATD200608,08/01/2006,90024823,84037082,64332983,60587951,25691840,23449132,73076758,64937589,52074386,46712979,21002372,18224609,81.2,77.3,80.9,77.1,81.7,77.7,8175,7082,58303,53972,66478,61053,74227051,66198908,3395702,3363589,1501964,1432531,1106273,1042106,530942270,455370173,826059,814101,228039,221150,1751.7,1923.3,45.8,44.2,82.7,265206,249501,109.8,-2,109,-1.2,109.9,-1.7,107.47664132,120.87864078,1.5,1.1222,1.3102,1.0238,1.365,0.977,1.0338,0.9885,1.0268,0.8947,1.1047
SATD200609,09/01/2006,81730332,84396110,58383462,60773158,23346870,23622952,61249897,66125212,43108587,47670551,18141310,18454661,74.9,78.4,73.8,78.4,77.7,78.1,6476,7154,49950,54475,56426,61629,62345744,67371763,3387556,3389163,1445002,1433240,1060237,1032362,427768908,461383741,837889,826698,217709,221390,1462.1,1841.5,46.6,51,85.4,245605,250388,113,2.9,110.9,1.7,112.7,2.5,107.2713331,118.09337521,1.5,1.1421,1.3201,1.0243,1.3522,0.9899,1.0498,0.9896,0.9831,1.0314,1.1395
SATD200610,10/01/2006,84229901,84510612,60802722,60551889,23427179,23958723,65091487,66682486,47137132,47914650,17954355,18767836,77.3,78.9,77.5,79.1,76.6,78.3,6556,7239,55089,55030,61645,62269,66082164,67624296,3514733,3289736,1493349,1416270,1113993,1024390,451598087,462030069,870254,811834,211168,212534,1644.2,1948.5,46,44.1,84.7,257939,251413,111,-1.8,110.5,-0.4,111.1,-1.4,107.16819247,117.48372359,1.5,1.1464,1.2814,1.0122,1.3418,0.9912,1.0309,0.95,1.0402,0.8919,1.1304
SATD200611,11/01/2006,80421711,84330422,58912308,60795338,21509403,23535084,62637778,67647355,45966808,48688205,16670970,18959150,77.9,80.2,78,80.1,77.5,80.6,6441,7340,53852,55963,60293,63303,63548732,68442921,3606059,3374351,1378183,1400461,1006847,1015353,451610146,462671993,818314,821835,210501,211330,1765.4,1852,44.9,43.8,82.3,245346,252836,108.7,-2.1,111.9,1.3,109.9,-1.1,107.13748813,118.88892062,1.5,1.1603,1.3144,1.0009,1.33,0.9926,1.0436,0.9446,0.9888,0.8864,1.0984
SATD200612,12/01/2006,84639954,85020137,61161328,61026429,23478626,23993709,65157505,67547346,46835639,48607606,18321866,18939740,77,79.4,76.6,79.7,78,78.9,7195,7394,53539,55780,60734,63173,65980782,68435905,3506047,3356414,1398361,1458202,984846,1025146,461370074,452577767,785344,834078,218230,210106,2122.8,1713.6,44.1,45.2,84.2,248187,253944,110.8,1.9,112.3,0.4,111.5,1.5,108.2351682,122.93803541,1.49,1.1601,1.3074,1.0422,1.3428,0.971,1.0592,0.9392,0.9148,0.9144,1.1236
SATD200701,01/01/2007,84354435,86421954,60618488,62192561,23735947,24229393,61896193,68507452,43823680,49190114,18072513,19317338,73.4,79.3,72.3,79.1,76.1,79.7,7116,7417,50022,56250,57138,63667,63016014,69251849,3026361,3332550,1370575,1400028,981972,1018268,377529725,458110488,811394,828064,212341,209194,2475.6,1788.3,41.7,45.5,83.9,233621,254533,110.1,-0.6,113,0.6,111.2,-0.3,107.85125586,120.09366077,1.49,1.174,1.2981,1.0006,1.3338,0.9828,1.0515,0.9351,0.9547,0.9202,1.1195
SATD200702,02/01/2007,75799074,85562560,54490060,61278276,21309014,24284284,56914815,68208932,41270274,48688596,15644541,19520336,75.1,79.7,75.7,79.5,73.4,80.4,6327,7405,47766,55868,54093,63273,57793832,68780407,2908924,3374357,1255311,1389288,920164,1022580,360542790,468468081,762950,829842,199136,217853,2567,2092.1,36.2,42.7,84.2,219232,249391,110.7,0.5,112.6,-0.4,111.5,0.3,108.9003928,122.33552256,1.49,1.166,1.3144,0.9929,1.3394,1.0051,1.0538,0.9738,1.1169,0.864,1.1239
SATD200703,03/01/2007,87561518,85875037,63131522,61393129,24429996,24481908,71497177,68761883,51518429,48871438,19978748,19890445,81.7,80.1,81.6,79.6,81.8,81.2,7926,7463,59244,56121,67170,63584,72700241,69466221,3590561,3383822,1442822,1399910,1009963,1013910,459164806,477128345,879460,839690,221659,223972,2128.9,1839.3,47.9,46.4,85.4,259638,254292,112,1.2,113.8,1.1,112.8,1.2,109.08937584,124.29354654,1.47,1.1776,1.3181,1.0005,1.3281,1.0236,1.0663,1.0011,0.9819,0.9385,1.1406
SATD200704,04/01/2007,85179094,85955676,61124424,61590857,24054670,24364819,68813909,68914272,49772604,49383345,19041305,19530926,80.8,80.2,81.4,80.2,79.2,80.2,7488,7470,57396,56774,64884,64244,69836157,69955634,3256970,3269421,1413587,1407006,974909,1004974,470429231,475716541,828090,827947,206879,211513,1810.1,1936,48.1,47.1,83.7,252595,251375,110.4,-1.4,113.8,0,111.7,-1,109.83006393,124.92090234,1.49,1.1859,1.2735,1.0056,1.3164,1.0206,1.0514,0.9454,1.0336,0.9532,1.1174
SATD200705,05/01/2007,87873082,85988780,62774346,61588626,25098736,24400155,70947617,68704130,51031835,49346432,19915782,19357698,80.7,79.9,81.3,80.1,79.3,79.3,7491,7448,59284,56719,66775,64166,71933108,69848354,3283361,3319684,1446592,1403389,1018160,1006794,494257576,478314677,886746,849425,218575,211567,1559.1,1902.6,50,46.6,83.9,267574,254131,110.5,0.1,114.6,0.7,112,0.3,109.87601232,126.52941176,1.47,1.1841,1.2931,1.003,1.3187,1.0262,1.0787,0.9457,1.0157,0.9441,1.1199
SATD200706,06/01/2007,88605372,85786676,62620840,61260764,25984532,24525912,75914661,68841841,54018698,49338126,21895963,19503715,85.7,80.2,86.3,80.5,84.3,79.5,8193,7493,61494,56695,69687,64187,76926452,70256348,3282603,3271111,1429982,1440410,1020267,1013565,545207971,485117197,831911,841881,214007,214639,1555.2,1889.5,48.4,46.1,82.8,265374,253200,109.8,-0.6,114.8,0.2,111.6,-0.4,109.89579715,126.449743,1.5,1.191,1.2742,1.0295,1.3276,1.0408,1.0691,0.9594,1.0088,0.9336,1.1057
SATD200707,07/01/2007,92900558,85491934,65566711,60985143,27333847,24506791,79865223,68775803,56572991,49155110,23292232,19620693,86,80.4,86.3,80.6,85.2,80.1,8946,7482,63457,56213,72403,63696,80988340,70247187,3237816,3291041,1391260,1400522,1015526,1000714,585837053,481987041,815264,834526,218167,214086,1659.9,1854.3,46.1,43.4,82.8,267106,252333,108.9,-0.8,114.5,-0.3,110.9,-0.6,109.72746387,126.30496859,1.5,1.1908,1.2819,1.001,1.3108,1.0341,1.0597,0.9569,0.99,0.8791,1.1059
SATD200708,08/01/2007,92794576,86505803,65556234,61753857,27238342,24751945,78314560,69216236,55682567,49712569,22631993,19503668,84.4,80,84.9,80.5,83.1,78.8,8685,7462,62658,57238,71343,64700,79439827,70641734,3373928,3352405,1485342,1412981,1058591,995427,570807078,490071817,858265,839327,218382,212421,1896.1,2082.6,42.1,40.2,83.6,271225,254221,109.7,0.7,115.1,0.5,111.6,0.6,109.93817779,126.7044546,1.5,1.1975,1.3058,1.0099,1.3039,1.0514,1.0658,0.9495,1.1118,0.8144,1.1164
SATD200709,09/01/2007,84375737,87267969,59796292,62302614,24579445,24965354,64781658,69799038,45240435,49899151,19541223,19899886,76.8,80,75.7,80.1,79.5,79.7,6901,7631,52308,57484,59209,65115,65913314,70837417,3321480,3344628,1431666,1419398,1032837,1009652,451772968,488100030,844668,851416,205325,208364,1590.5,2001.4,40.5,45.1,82.4,245965,253290,109.5,-0.2,115.8,0.6,111.7,0.1,110.21105718,127.56025128,1.49,1.2008,1.3028,1.0145,1.3225,1.0472,1.0812,0.9314,1.0685,0.9123,1.1004
SATD200710,10/01/2007,86936676,87476276,62497723,62335761,24438953,25140516,68397379,70154118,49069269,49917129,19328110,20236989,78.7,80.2,78.5,80.1,79.1,80.5,6971,7757,57206,56941,64177,64699,69445349,71229722,3560820,3317982,1487803,1414021,1071991,985517,483184463,492099329,925613,848963,214211,215233,1627.8,1920.4,47.1,45.3,84.7,261423,253767,111,1.4,116.2,0.3,112.9,1.1,109.88098556,129.41433467,1.48,1.2075,1.2924,1.0106,1.2909,1.0558,1.0781,0.9621,1.0253,0.916,1.1308
SATD200711,11/01/2007,83926904,88160012,60801594,62685331,23125310,25474681,65333114,70305304,47256388,49757207,18076726,20548097,77.8,79.7,77.7,79.4,78.2,80.7,6862,7778,55044,56460,61906,64238,66250428,70887043,3560924,3323820,1412571,1432562,993055,999160,503151672,509780528,853354,853618,212512,212577,1834.5,1915.4,45.1,43.6,84.6,245787,252121,110.8,-0.2,116.1,-0.1,112.7,-0.2,110.4997212,132.50285551,1.47,1.2017,1.2947,1.0239,1.3087,1.0937,1.084,0.9502,1.0226,0.8826,1.1288
SATD200712,12/01/2007,87368019,88146799,62270682,62442278,25097337,25704521,66764862,69852419,47070645,49350460,19694217,20501960,76.4,79.2,75.6,79,78.5,79.8,7548,7760,53289,56422,60837,64183,67782533,70784188,3458868,3305691,1357746,1417641,949057,988672,508739922,504084091,786304,842377,220590,212377,2399.2,1926.7,43.6,44.8,84.5,240281,247460,110.8,0,115.5,-0.5,112.5,-0.2,110.55767023,132.0245574,1.49,1.1999,1.2876,1.0132,1.295,1.0815,1.0697,0.9493,1.0286,0.9063,1.1283
SATD200801,01/01/2008,85823989,88019737,60635551,62290113,25188438,25729624,63504217,70090370,44233383,49514532,19270834,20575838,74,79.6,72.9,79.5,76.5,80,7465,7787,50245,56627,57710,64414,64667106,70902942,3065185,3368297,1387897,1416061,957435,988960,416211470,498883839,824117,844064,217295,214091,2734,1966,41.4,45.1,87.6,232920,253376,113.5,2.4,115.7,0.2,114.5,1.8,110.42750114,133.78754997,1.49,1.202,1.312,1.0121,1.2954,1.0703,1.0719,0.957,1.0496,0.9132,1.169
SATD200802,02/01/2008,80678778,88198075,57170275,62237677,23508503,25960398,60578995,70093124,43429251,49347067,17149744,20746057,75.1,79.5,76,79.3,73,79.9,6933,7829,50118,56062,57051,63892,61504425,70865779,2937434,3289453,1335398,1418262,926466,992631,395912010,496941258,818762,844564,196679,204938,2503.4,1959.8,36.9,43.1,85.5,221336,250551,111.3,-1.9,115.6,-0.1,112.9,-1.4,110.02434454,133.34865791,1.5,1.2013,1.2813,1.0136,1.3002,1.0661,1.0725,0.9161,1.0463,0.8733,1.1421
